geometry,elevation,latitude,longitude
POINT (121.30733951690434 24.397295771832898),1898.1766648050398,24.397295771832898,121.30733951690434
POINT (121.30740138041524 24.397242535285347),1895.99771215779,24.397242535285347,121.30740138041524
POINT (121.30691002696415 24.39723785985579),1900.74081464042,24.39723785985579,121.30691002696415
POINT (121.30748260970084 24.397268852670553),1896.326044665023,24.397268852670553,121.30748260970084
POINT (121.30727613330976 24.39726528490749),1895.4456274233526,24.39726528490749,121.30727613330976
POINT (121.30754325809018 24.39696781404116),1895.9857327567365,24.39696781404116,121.30754325809018
POINT (121.30766312098027 24.39709100975444),1895.719364390448,24.39709100975444,121.30766312098027
POINT (121.30708484390593 24.397297395811812),1896.366410966585,24.397297395811812,121.30708484390593
POINT (121.30747759325874 24.397091648504173),1897.3668262588997,24.397091648504173,121.30747759325874
POINT (121.30727776376888 24.397340726177074),1896.1462655761072,24.397340726177074,121.30727776376888
POINT (121.30735993806107 24.39715528745526),1897.7537046107818,24.39715528745526,121.30735993806107
POINT (121.30712533131347 24.39728984396267),1895.829027850057,24.39728984396267,121.30712533131347
POINT (121.30732547138777 24.397111734462488),1896.3936141219192,24.397111734462488,121.30732547138777
POINT (121.30733058898934 24.39719821873846),1896.2931963558362,24.39719821873846,121.30733058898934
POINT (121.30716161500388 24.397102460969634),1897.4575641179124,24.397102460969634,121.30716161500388
POINT (121.3072436134024 24.39701637465029),1898.3406506012068,24.39701637465029,121.3072436134024
POINT (121.30723908333601 24.39716671155616),1900.2456903949599,24.39716671155616,121.30723908333601
POINT (121.30735270288751 24.396866249474908),1897.7028555437098,24.396866249474908,121.30735270288751
POINT (121.3077 24.397),1894.0208499403898,24.397,121.3077
POINT (121.3079329295931 24.39704175822705),1891.689074724581,24.39704175822705,121.3079329295931
POINT (121.3079384834654 24.397378034509746),1888.2065904456763,24.397378034509746,121.3079384834654
POINT (121.30776819274506 24.397715469726364),1890.9460355202707,24.397715469726364,121.30776819274506
POINT (121.30790246081104 24.398037948490817),1896.1096706564194,24.398037948490817,121.30790246081104
POINT (121.3081806349895 24.398906049118246),1906.8654427456202,24.398906049118246,121.3081806349895
POINT (121.3083 24.3989),1908.2024034304704,24.3989,121.3083
POINT (121.30833635019597 24.399155066960557),1911.0398418469829,24.399155066960557,121.30833635019597
POINT (121.30774329658642 24.39973863629532),1921.7896599638548,24.39973863629532,121.30774329658642
POINT (121.3073717248651 24.40057718214382),1926.2302633905974,24.40057718214382,121.3073717248651
POINT (121.3069653572575 24.401407959618602),1944.1896796051171,24.401407959618602,121.3069653572575
POINT (121.30684637132804 24.40195822325904),1943.991270141005,24.40195822325904,121.30684637132804
POINT (121.30699700326035 24.40233443945635),1956.2880743732776,24.40233443945635,121.30699700326035
POINT (121.30715132901268 24.403235186176037),1964.5321884301845,24.403235186176037,121.30715132901268
POINT (121.30729317614299 24.404138234600495),1972.1680193722868,24.404138234600495,121.30729317614299
POINT (121.30755043508618 24.405041518748106),1982.7639409200865,24.405041518748106,121.30755043508618
POINT (121.30751767620936 24.405128644509478),1987.942260751764,24.405128644509478,121.30751767620936
POINT (121.30765190039789 24.40502978233482),1983.2981052442854,24.40502978233482,121.30765190039789
POINT (121.30763446796978 24.405197415735636),1981.147310466318,24.405197415735636,121.30763446796978
POINT (121.30747161604621 24.405251709117138),1983.8174667183787,24.405251709117138,121.30747161604621
POINT (121.30720351694879 24.404990528620385),1993.0822428644055,24.404990528620385,121.30720351694879
POINT (121.30698880623513 24.40427637379819),1991.350600425977,24.40427637379819,121.30698880623513
POINT (121.30701891537973 24.404095375525674),1994.133621513659,24.404095375525674,121.30701891537973
POINT (121.30656673010076 24.403455566675362),1997.2339752125192,24.403455566675362,121.30656673010076
POINT (121.30617334053456 24.402880655854016),1998.0415088067766,24.402880655854016,121.30617334053456
POINT (121.30607967253111 24.40292924065413),1996.861534269589,24.40292924065413,121.30607967253111
POINT (121.3062059637503 24.403374045442725),2008.6906316843379,24.403374045442725,121.3062059637503
POINT (121.30569289103865 24.40392512620781),2026.4583152599319,24.40392512620781,121.30569289103865
POINT (121.3048057990762 24.404341706119457),2039.2196219323278,24.404341706119457,121.3048057990762
POINT (121.30454513695017 24.404423449079605),2044.6244841014186,24.404423449079605,121.30454513695017
POINT (121.30400170721803 24.404873588729135),2058.185761334895,24.404873588729135,121.30400170721803
POINT (121.3032231728924 24.405450415661818),2062.568742390921,24.405450415661818,121.3032231728924
POINT (121.30303017147884 24.4057420564854),2068.018310469737,24.4057420564854,121.30303017147884
POINT (121.30269750906878 24.405757313800322),2080.612319847958,24.405757313800322,121.30269750906878
POINT (121.30270419305965 24.40592711674596),2077.5856763072325,24.40592711674596,121.30270419305965
POINT (121.30295353469295 24.406049203349816),2083.592350610254,24.406049203349816,121.30295353469295
POINT (121.3032554395996 24.40575115587562),2080.537866156179,24.40575115587562,121.3032554395996
POINT (121.30421954282046 24.40548832135287),2088.487676328923,24.40548832135287,121.30421954282046
POINT (121.30508186068123 24.405015506527874),2092.8150615288905,24.405015506527874,121.30508186068123
POINT (121.30543976288979 24.404926873588007),2096.8759491252404,24.404926873588007,121.30543976288979
POINT (121.30576023125647 24.40504967762953),2091.994506632447,24.40504967762953,121.30576023125647
POINT (121.30515101892182 24.405191718992782),2104.9714636307463,24.405191718992782,121.30515101892182
POINT (121.30448894358223 24.405744937323238),2114.005735486643,24.405744937323238,121.30448894358223
POINT (121.30360799658817 24.406179622575614),2117.0213294073587,24.406179622575614,121.30360799658817
POINT (121.30363007214412 24.406346328578486),2119.7786849591016,24.406346328578486,121.30363007214412
POINT (121.3039806349781 24.40616292996562),2128.2083060059254,24.40616292996562,121.3039806349781
POINT (121.3045954910871 24.406127299836196),2135.481911209632,24.406127299836196,121.3045954910871
POINT (121.30500187218472 24.405905908952672),2139.0219741038445,24.405905908952672,121.30500187218472
POINT (121.30550797404652 24.405948413157144),2137.995064605017,24.405948413157144,121.30550797404652
POINT (121.3051420455825 24.40603178009488),2145.1814669227397,24.40603178009488,121.3051420455825
POINT (121.30393840753536 24.406814363967573),2164.103674274656,24.406814363967573,121.30393840753536
POINT (121.30380270780792 24.407131027792417),2170.8971128836656,24.407131027792417,121.30380270780792
POINT (121.30425246902055 24.406802184534953),2173.954477510136,24.406802184534953,121.30425246902055
POINT (121.30493278066052 24.40676696891767),2184.450236498856,24.40676696891767,121.30493278066052
POINT (121.3054645982735 24.40681920317984),2182.721559058648,24.40681920317984,121.3054645982735
POINT (121.3055665377322 24.406958565589516),2180.60036722468,24.406958565589516,121.3055665377322
POINT (121.30495785445626 24.40699270110952),2194.6575610433224,24.40699270110952,121.30495785445626
POINT (121.30447624172965 24.407489697307184),2208.350021531121,24.407489697307184,121.30447624172965
POINT (121.30468872703527 24.407590332557437),2215.192927155518,24.407590332557437,121.30468872703527
POINT (121.30499553040542 24.40731987350644),2209.3917294324597,24.40731987350644,121.30499553040542
POINT (121.30507227825186 24.407464040237212),2212.189060549224,24.407464040237212,121.30507227825186
POINT (121.304937659027 24.40767865473462),2215.5690887946066,24.40767865473462,121.304937659027
POINT (121.30487844477423 24.407863718860813),2216.791812177525,24.407863718860813,121.30487844477423
POINT (121.3045 24.408),2223.3078187908254,24.408,121.3045
POINT (121.30455956757389 24.407991428752617),2224.471404839819,24.407991428752617,121.30455956757389
POINT (121.30458402690253 24.408041835962194),2221.609761835076,24.408041835962194,121.30458402690253
POINT (121.30365541230144 24.408345701686674),2251.5061601136986,24.408345701686674,121.30365541230144
POINT (121.30333270972909 24.40863636399471),2272.7353796341395,24.40863636399471,121.30333270972909
POINT (121.303079927854 24.40864728246034),2281.233083288297,24.40864728246034,121.303079927854
POINT (121.3028224231577 24.408838759157028),2285.9410139045604,24.408838759157028,121.3028224231577
POINT (121.3020497581454 24.40941824026676),2304.281060816697,24.40941824026676,121.3020497581454
POINT (121.30164802412455 24.409941158267042),2337.886550795897,24.409941158267042,121.30164802412455
POINT (121.30139110381059 24.409926653256367),2340.525598858723,24.409926653256367,121.30139110381059
POINT (121.30128860272494 24.409790883575326),2347.6642196280745,24.409790883575326,121.30128860272494
POINT (121.30118565326183 24.409864505202773),2346.6377049439147,24.409864505202773,121.30118565326183
POINT (121.30121478751627 24.40989954564815),2354.6492036025415,24.40989954564815,121.30121478751627
POINT (121.30125774102315 24.409925084716715),2350.490098767914,24.409925084716715,121.30125774102315
POINT (121.3014026120061 24.4103956089942),2362.675156078137,24.4103956089942,121.3014026120061
POINT (121.30124040336898 24.41033986338226),2370.5815099624274,24.41033986338226,121.30124040336898
POINT (121.30124119837836 24.410627839019014),2378.711918844705,24.410627839019014,121.30124119837836
POINT (121.30104827739233 24.410487118533535),2385.0122298552565,24.410487118533535,121.30104827739233
POINT (121.30098108389953 24.410791569202026),2400.2993172636316,24.410791569202026,121.30098108389953
POINT (121.30059901011087 24.411084955441606),2423.7212290095113,24.411084955441606,121.30059901011087
POINT (121.30051009955942 24.41158782153399),2431.2722168368155,24.41158782153399,121.30051009955942
POINT (121.30036860905624 24.41179425093342),2441.86362324739,24.41179425093342,121.30036860905624
POINT (121.30044937524384 24.41195965957786),2442.172536605138,24.41195965957786,121.30044937524384
POINT (121.30033583655545 24.41248348578919),2457.1945302738277,24.41248348578919,121.30033583655545
POINT (121.29980890638232 24.41325618669329),2487.4102104033436,24.41325618669329,121.29980890638232
POINT (121.2994960298249 24.413761931318465),2514.509155762856,24.413761931318465,121.2994960298249
POINT (121.29956758653334 24.413966700908535),2522.5007904137296,24.413966700908535,121.29956758653334
POINT (121.29948801666275 24.413985393994004),2525.1384956184775,24.413985393994004,121.29948801666275
POINT (121.29933412777618 24.414092056767668),2532.495818573824,24.414092056767668,121.29933412777618
POINT (121.29947579737149 24.41464007508687),2562.7094204908362,24.41464007508687,121.29947579737149
POINT (121.2992874769673 24.414693553595992),2573.637064144858,24.414693553595992,121.2992874769673
POINT (121.29942596867406 24.41488710779756),2578.7280717845033,24.41488710779756,121.29942596867406
POINT (121.2995459064461 24.415105631090515),2593.1247386762475,24.415105631090515,121.2995459064461
POINT (121.29939031699446 24.41515333253308),2596.9634613236726,24.41515333253308,121.29939031699446
POINT (121.29933522979019 24.415448972979988),2611.062881833971,24.415448972979988,121.29933522979019
POINT (121.2994525299339 24.41579080784237),2626.3717516698866,24.41579080784237,121.2994525299339
POINT (121.2992434767975 24.416096377406088),2649.8354551242996,24.416096377406088,121.2992434767975
POINT (121.29936079389047 24.416219023601343),2653.6678806512787,24.416219023601343,121.29936079389047
POINT (121.29916240310403 24.416654556683017),2684.4424929975235,24.416654556683017,121.29916240310403
POINT (121.2990976755207 24.41671085074561),2686.609705811031,24.41671085074561,121.2990976755207
POINT (121.29912555386214 24.41656812839353),2685.489036545486,24.41656812839353,121.29912555386214
POINT (121.29912400226651 24.4167174721796),2687.3494305664576,24.4167174721796,121.29912400226651
POINT (121.29894221034101 24.416822413065272),2699.95382422776,24.416822413065272,121.29894221034101
POINT (121.299039025917 24.416802999238936),2695.065803271568,24.416802999238936,121.299039025917
POINT (121.29899 24.416849),2702.0381860224134,24.416849,121.29899
POINT (121.29894495226021 24.41684057439078),2706.350156629458,24.41684057439078,121.29894495226021
POINT (121.29891063584637 24.417290578193814),2730.0201238325167,24.417290578193814,121.29891063584637
POINT (121.29862242048665 24.417645905398462),2747.8009756649844,24.417645905398462,121.29862242048665
POINT (121.29877308586167 24.417631293814082),2749.583815682984,24.417631293814082,121.29877308586167
POINT (121.29860940621715 24.417690908996097),2750.141978718919,24.417690908996097,121.29860940621715
POINT (121.2985975480859 24.417943093891363),2755.465158124211,24.417943093891363,121.2985975480859
POINT (121.29855923239526 24.417872457155596),2756.77675920826,24.417872457155596,121.29855923239526
POINT (121.29845790502318 24.418097925930056),2760.55111500568,24.418097925930056,121.29845790502318
POINT (121.29856831739728 24.418403059886018),2778.7338191492513,24.418403059886018,121.29856831739728
POINT (121.29837971186916 24.4185711383789),2789.558912248226,24.4185711383789,121.29837971186916
POINT (121.29835830477067 24.418804600577374),2799.9333901517352,24.418804600577374,121.29835830477067
POINT (121.2981270662689 24.41873298188575),2817.9549538824367,24.41873298188575,121.2981270662689
POINT (121.29812681577579 24.418901551828963),2821.349127665996,24.418901551828963,121.29812681577579
POINT (121.2979585093807 24.418856000368173),2827.502883207625,24.418856000368173,121.2979585093807
POINT (121.29775428482144 24.419151192824),2848.3836052396364,24.419151192824,121.29775428482144
POINT (121.29778216433475 24.4192937605775),2852.2304573206584,24.4192937605775,121.29778216433475
POINT (121.29750769891018 24.41971889380126),2876.4722773071812,24.41971889380126,121.29750769891018
POINT (121.29693689254077 24.419759622156384),2892.980881441208,24.419759622156384,121.29693689254077
POINT (121.29691428331813 24.41976509778522),2894.4085409697527,24.41976509778522,121.29691428331813
POINT (121.29663104564052 24.419993650275178),2899.3809111751616,24.419993650275178,121.29663104564052
POINT (121.29625875851418 24.42020108590778),2915.542535003247,24.42020108590778,121.29625875851418
POINT (121.29603823713744 24.420722618583937),2928.0651247014794,24.420722618583937,121.29603823713744
POINT (121.29597425225677 24.421513570363462),2945.784911687139,24.421513570363462,121.29597425225677
POINT (121.29586089959042 24.421612662926897),2942.577573328409,24.421612662926897,121.29586089959042
POINT (121.2958831194707 24.421778577048617),2950.3899788637723,24.421778577048617,121.2958831194707
POINT (121.29547472421717 24.422458871343515),2966.4562497806696,24.422458871343515,121.29547472421717
POINT (121.29499949629758 24.422953255563513),2974.576424425138,24.422953255563513,121.29499949629758
POINT (121.29494701877795 24.423236596564248),2978.52896914546,24.423236596564248,121.29494701877795
POINT (121.29467977836705 24.4234413782439),2976.8211366003025,24.4234413782439,121.29467977836705
POINT (121.29437428356573 24.42398124069401),2965.5053149823734,24.42398124069401,121.29437428356573
POINT (121.29379386978299 24.424712852908208),2976.2546183361283,24.424712852908208,121.29379386978299
POINT (121.29390646135647 24.425103453836016),2991.545236110781,24.425103453836016,121.29390646135647
POINT (121.29377063176874 24.425624147777945),3005.8261869914113,24.425624147777945,121.29377063176874
POINT (121.29358172145402 24.42615152736824),3025.2816925793813,24.42615152736824,121.29358172145402
POINT (121.29330375105407 24.426423667079284),3042.562619235116,24.426423667079284,121.29330375105407
POINT (121.29337185530638 24.426467524019483),3044.6145895180216,24.426467524019483,121.29337185530638
POINT (121.29296 24.426696),3054.6480538587616,24.426696,121.29296
POINT (121.2929010005187 24.42675756205134),3058.0839563635145,24.42675756205134,121.2929010005187
POINT (121.29273162316196 24.426743095071952),3054.8610675964064,24.426743095071952,121.29273162316196
POINT (121.29253080636946 24.426987819966357),3062.4584468332987,24.426987819966357,121.29253080636946
POINT (121.29224292978553 24.4275595207547),3084.3217248972987,24.4275595207547,121.29224292978553
POINT (121.29195382068309 24.42771962147606),3099.937346028693,24.42771962147606,121.29195382068309
POINT (121.29161226155912 24.42793578099598),3112.5226961911117,24.42793578099598,121.29161226155912
POINT (121.29162636030742 24.427848492898),3111.7530243781243,24.427848492898,121.29162636030742
POINT (121.2917011136778 24.427824531588975),3108.700676755609,24.427824531588975,121.2917011136778
POINT (121.29148940242203 24.42848582743622),3140.2617504541913,24.42848582743622,121.29148940242203
POINT (121.29160765197928 24.428574120390646),3147.7300886207713,24.428574120390646,121.29160765197928
POINT (121.2914393289535 24.428624482697472),3150.627144212501,24.428624482697472,121.2914393289535
POINT (121.29135761815722 24.42911700551884),3176.034312909686,24.42911700551884,121.29135761815722
POINT (121.29107120026033 24.429347827678935),3192.5995480672673,24.429347827678935,121.29107120026033
POINT (121.29088430701165 24.42949168351163),3208.1433034614292,24.42949168351163,121.29088430701165
POINT (121.29104938060796 24.429659811512312),3211.871679460785,24.429659811512312,121.29104938060796
POINT (121.2909488175671 24.429969530029727),3225.093352076332,24.429969530029727,121.2909488175671
POINT (121.28817799683846 24.431137468538495),3296.8148891581222,24.431137468538495,121.28817799683846
POINT (121.28818058013911 24.43113941441964),3299.3234062413744,24.43113941441964,121.28818058013911
POINT (121.28815 24.431111),3298.4774729339424,24.431111,121.28815
POINT (121.28836179265707 24.430664266901225),3275.004036633919,24.430664266901225,121.28836179265707
POINT (121.28832552773031 24.43024201098474),3255.728211632483,24.43024201098474,121.28832552773031
POINT (121.28816426750541 24.430005685387542),3238.4048836755164,24.430005685387542,121.28816426750541
POINT (121.28830964453792 24.429691990117682),3223.7770479979317,24.429691990117682,121.28830964453792
POINT (121.28824108648138 24.429596693131025),3219.2567614970917,24.429596693131025,121.28824108648138
POINT (121.2885040126384 24.42961970649741),3222.2834083615608,24.42961970649741,121.2885040126384
POINT (121.28825042206819 24.429569542732466),3218.8176581027915,24.429569542732466,121.28825042206819
POINT (121.28834882209989 24.429527854369553),3215.72880366724,24.429527854369553,121.28834882209989
POINT (121.28822343986421 24.429457122184886),3212.2826453799203,24.429457122184886,121.28822343986421
POINT (121.28791407109057 24.429573536701778),3201.9785224676784,24.429573536701778,121.28791407109057
POINT (121.28743302726986 24.429898002860536),3205.9983445248513,24.429898002860536,121.28743302726986
POINT (121.28711648990353 24.430154842401375),3218.4984608217524,24.430154842401375,121.28711648990353
POINT (121.2870562333401 24.430097108045256),3223.605060152018,24.430097108045256,121.2870562333401
POINT (121.28713371379806 24.43019316315609),3213.8685453188014,24.43019316315609,121.28713371379806
POINT (121.28693531267014 24.430330769963206),3218.4475120853895,24.430330769963206,121.28693531267014
POINT (121.28693535601914 24.430249260405205),3224.398130036235,24.430249260405205,121.28693535601914
POINT (121.28701999281218 24.430245742496137),3228.4687464465874,24.430245742496137,121.28701999281218
POINT (121.28694982329803 24.43046576482337),3227.9681040817914,24.43046576482337,121.28694982329803
POINT (121.28669658988375 24.430506248605443),3229.9470546294538,24.430506248605443,121.28669658988375
POINT (121.28640280700616 24.430639298103493),3232.636257810833,24.430639298103493,121.28640280700616
POINT (121.28623370738856 24.430551669406302),3236.6035884441785,24.430551669406302,121.28623370738856
POINT (121.28606205363955 24.430662325682743),3237.3919766897216,24.430662325682743,121.28606205363955
POINT (121.28612279205109 24.430716900467818),3244.001777038189,24.430716900467818,121.28612279205109
POINT (121.28588592362985 24.43056664427407),3241.367127645041,24.43056664427407,121.28588592362985
POINT (121.2857157627982 24.430608754050017),3242.608632554907,24.430608754050017,121.2857157627982
POINT (121.28554751597204 24.430759544030597),3243.720751703842,24.430759544030597,121.28554751597204
POINT (121.28507055328416 24.430857268600654),3231.4338729428873,24.430857268600654,121.28507055328416
POINT (121.28474190007574 24.430749065829783),3223.0295406337955,24.430749065829783,121.28474190007574
POINT (121.28432220814705 24.430606187368188),3199.4728876580066,24.430606187368188,121.28432220814705
POINT (121.28389294496321 24.43059234876517),3184.0208735390042,24.43059234876517,121.28389294496321
POINT (121.2837520869458 24.430693737799103),3179.036960070242,24.430693737799103,121.2837520869458
POINT (121.28324195268893 24.43067020507904),3169.6103179884944,24.43067020507904,121.28324195268893
POINT (121.28279288246542 24.4304862041407),3168.918662568381,24.4304862041407,121.28279288246542
POINT (121.28279184872623 24.430465070867626),3168.7467557921514,24.430465070867626,121.28279184872623
POINT (121.2828005141353 24.430487373397785),3169.8868414992467,24.430487373397785,121.2828005141353
POINT (121.2823601962495 24.43048371633306),3171.9029054926827,24.43048371633306,121.2823601962495
POINT (121.28231773082017 24.430175857821066),3163.5871554507985,24.430175857821066,121.28231773082017
POINT (121.28190169917136 24.43010989305569),3161.705728871478,24.43010989305569,121.28190169917136
POINT (121.28133438049595 24.430498472230973),3165.915016604917,24.430498472230973,121.28133438049595
POINT (121.28133615124655 24.43049042211548),3165.7770241200924,24.43049042211548,121.28133615124655
POINT (121.28105172541763 24.43031741345082),3163.835128277513,24.43031741345082,121.28105172541763
POINT (121.28082548591233 24.430433669035263),3165.397237763139,24.430433669035263,121.28082548591233
POINT (121.28035885113721 24.43033585214723),3164.8480476552563,24.43033585214723,121.28035885113721
POINT (121.27998503029455 24.430166056278928),3164.5094879219996,24.430166056278928,121.27998503029455
POINT (121.27939785982402 24.430134851114826),3165.8297024568215,24.430134851114826,121.27939785982402
POINT (121.2786213999123 24.429834116305333),3175.5547721635166,24.429834116305333,121.2786213999123
POINT (121.2788962277599 24.42969464814617),3175.2944870768483,24.42969464814617,121.2788962277599
POINT (121.27892136643179 24.42990327484039),3174.733174744842,24.42990327484039,121.27892136643179
POINT (121.2790548019124 24.429933391365058),3174.1808181176125,24.429933391365058,121.2790548019124
POINT (121.2788497240028 24.42999267300899),3173.892866917742,24.42999267300899,121.2788497240028
POINT (121.2788736156233 24.429888403190912),3174.0376223410044,24.429888403190912,121.2788736156233
POINT (121.278888584586 24.429997375653553),3173.00069809705,24.429997375653553,121.278888584586
POINT (121.27794561289318 24.42972282196643),3195.048587627612,24.42972282196643,121.27794561289318
POINT (121.27698768196555 24.429503765677588),3233.2711257100127,24.429503765677588,121.27698768196555
POINT (121.27659004455941 24.429348327662613),3254.532682260493,24.429348327662613,121.27659004455941
POINT (121.27600713922313 24.42941157595056),3274.558792940216,24.42941157595056,121.27600713922313
POINT (121.27513810257219 24.429858484887262),3299.128668019683,24.429858484887262,121.27513810257219
POINT (121.27417772706652 24.430096964703058),3318.4623769635627,24.430096964703058,121.27417772706652
POINT (121.27318345646297 24.43017988403571),3340.8414137805116,24.43017988403571,121.27318345646297
POINT (121.27221369347775 24.429954696768867),3366.2918130426433,24.429954696768867,121.27221369347775
POINT (121.27178531901674 24.429902247605195),3382.024047551994,24.429902247605195,121.27178531901674
POINT (121.2713800840919 24.42944757327154),3402.740108010417,24.42944757327154,121.2713800840919
POINT (121.27065941940607 24.42882296186136),3401.6032209406994,24.42882296186136,121.27065941940607
POINT (121.2702959857971 24.428596180391292),3402.9023555746,24.428596180391292,121.2702959857971
POINT (121.2701976237468 24.42801809068867),3412.79402797248,24.42801809068867,121.2701976237468
POINT (121.26993186777806 24.427496152514586),3414.86731648851,24.427496152514586,121.26993186777806
POINT (121.26962592549565 24.42736149780309),3424.9598147353245,24.42736149780309,121.26962592549565
POINT (121.26944387878423 24.427425045447794),3427.7205927947384,24.427425045447794,121.26944387878423
POINT (121.2691346785243 24.427677851452977),3427.0412141186184,24.427677851452977,121.2691346785243
POINT (121.26854576190155 24.427805618681468),3438.4018100287362,24.427805618681468,121.26854576190155
POINT (121.26798205053993 24.42773146261825),3461.7511171778215,24.42773146261825,121.26798205053993
POINT (121.26755995923729 24.42792630506288),3477.4573684250936,24.42792630506288,121.26755995923729
POINT (121.26705597784695 24.428072032142126),3496.246289214644,24.428072032142126,121.26705597784695
POINT (121.2668 24.4282),3507.5610049195247,24.4282,121.2668
